project_id,ICR_outratingind,ICR_completion_riskdo,ICR_overallrating,ICR_bankqualityentry,ICR_banksupervision,ICR_borroverall,ICR_borrgovt,ICR_borrimplegency,IEG_outcome,IEG_evaluation_riskdo,IEG_bankqualityatentry,IEG_bankqualityofsupervision,IEG_overallbankperf,IEG_overallborrowperf,IEG_borrowcompliance,IEG_borrowimplementation,IEG_icrquality,IEG_mequality
P082395,,NIL,,,,,,,MODERATELY SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,UNSATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P077282,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,NEGLIGIBLE TO LOW,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
P081626,,NIL,,,,,,,,NIL,,,,,,,,NIL
P079001,,NIL,,,,,,,,NIL,,,,,,,,NIL
P063913,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,,NIL,,,,,,,,NIL
P076271,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P079161,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODEST
P062916,Moderately Satisfactory,NIL,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P078623,Satisfactory,NIL,Satisfactory,,,,,Satisfactory,SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P079260,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
P073427,Satisfactory,NIL,Highly Satisfactory,Satisfactory,Highly Satisfactory,Highly Satisfactory,Satisfactory,Highly Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,EXEMPLARY,SUBSTANTIAL
P074856,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Satisfactory,Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MODERATELY UNSATISFACTORY,UNSATISFACTORY,SATISFACTORY,MODEST
P077788,Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SATISFACTORY,HIGHLY SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P055232,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P081172,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P059073,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,UNSATISFACTORY,SIGNIFICANT,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P069124,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,UNSATISFACTORY,NEGLIGIBLE
P064981,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,,NIL,,,,,,,,NIL
P074469,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
P077759,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P069847,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P067103,Satisfactory,NIL,Moderately Satisfactory,Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODEST
P070989,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
P075829,Satisfactory,NIL,Satisfactory,Satisfactory,Highly Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P082134,,NIL,,,,,,,,NIL,,,,,,,,NIL
P075399,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,NEGLIGIBLE TO LOW,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,UNSATISFACTORY,NEGLIGIBLE
P057815,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,,NIL,,,,,,,,NIL
P076459,,NIL,,,,,,,,NIL,,,,,,,,NIL
P077416,,NIL,,,,,,,,NIL,,,,,,,,NIL
P069374,Moderately Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P086927,,NIL,,,,,,,,NIL,,,,,,,,NIL
P051609,Moderately Unsatisfactory,NIL,Unsatisfactory,Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,UNSATISFACTORY,MODERATELY UNSATISFACTORY,UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P071061,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Unsatisfactory,Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,HIGH,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,EXEMPLARY,MODEST
P078869,,NIL,,,,,,,SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P069055,Moderately Satisfactory,NIL,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,MODERATELY UNSATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P044803,Satisfactory,NIL,Satisfactory,Satisfactory,Highly Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODEST
P074361,Satisfactory,NIL,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P077171,,NIL,,,,,,,,NIL,,,,,,,,NIL
P076499,,NIL,,,,,,,,NIL,,,,,,,,NIL
P053834,,NIL,,,,,,,SATISFACTORY,NEGLIGIBLE TO LOW,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P074628,,NIL,,,,,,,,NIL,,,,,,,,NIL
P040599,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P074055,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P073967,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P071146,Moderately Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P081495,Satisfactory,NIL,Satisfactory,,,,,Satisfactory,SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,UNSATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P078390,Satisfactory,NIL,Satisfactory,,,,,Satisfactory,MODERATELY SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P090258,,NIL,,,,,,,,NIL,,,,,,,,NIL
P075406,,NIL,,,,,,,,NIL,,,,,,,,NIL
P068239,,NIL,,,,,,,,NIL,,,,,,,,NIL
P076784,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,UNSATISFACTORY,MODEST
P080295,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P075194,Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P058067,Moderately Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,,NIL,,,,,,,,NIL
P043311,Moderately Unsatisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,,NIL,,,,,,,,NIL
P059803,Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,,NIL,,,,,,,,NIL
P073246,Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P079912,,NIL,,,,,,,,NIL,,,,,,,,NIL
P081773,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P073389,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,MODERATE,UNSATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P080376,,NIL,,,,,,,,NIL,,,,,,,,NIL
P070073,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,,MODERATELY UNSATISFACTORY,HIGH,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P074885,,NIL,,,,,,,NOT RATED,NON-EVALUABLE,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,HIGHLY UNSATISFACTORY,HIGHLY UNSATISFACTORY,HIGHLY UNSATISFACTORY,SATISFACTORY,NON-EVALUABLE
P081511,,NIL,,,,,,,,NIL,,,,,,,,NIL
P081807,,NIL,,,,,,,,NIL,,,,,,,,NIL
P055085,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,HIGH,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P072960,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,HIGH,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,HIGHLY SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P078452,,NIL,,,,,,,,NIL,,,,,,,,NIL
P078726,Moderately Unsatisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY UNSATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,NON-EVALUABLE
P074760,Satisfactory,NIL,Highly Satisfactory,,,,,Highly Satisfactory,SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P078288,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P071612,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P057026,,NIL,,,,,,,,NIL,,,,,,,,NIL
P071374,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,MODERATELY UNSATISFACTORY,MODERATE,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
P076467,Moderately Unsatisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,MODERATELY UNSATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P078053,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,UNSATISFACTORY,MODEST
P077281,,NIL,,,,,,,,NIL,,,,,,,,NIL
P072080,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,UNSATISFACTORY,HIGH,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,SATISFACTORY,NEGLIGIBLE
P091259,,NIL,,,,,,,,NIL,,,,,,,,NIL
P075758,Satisfactory,NIL,Satisfactory,,,,,Satisfactory,SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P081517,,NIL,,,,,,,,NIL,,,,,,,,NIL
P080831,Satisfactory,NIL,,,,,,,MODERATELY SATISFACTORY,NA,SATISFACTORY,NOT RATED,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P074499,Unsatisfactory,NIL,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,UNSATISFACTORY,SIGNIFICANT,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,SATISFACTORY,MODEST
P064237,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,SATISFACTORY,SIGNIFICANT,HIGHLY SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P073011,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P068250,Satisfactory,NIL,Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,MODERATE,MODERATELY UNSATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,UNSATISFACTORY,MODEST
P055434,Moderately Satisfactory,NIL,Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P076245,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,UNSATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P075911,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,UNSATISFACTORY,MODEST
P046497,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,SATISFACTORY,NEGLIGIBLE TO LOW,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SUBSTANTIAL
P068058,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,,NIL,,,,,,,,NIL
P074128,Moderately Satisfactory,NIL,Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,UNSATISFACTORY,SATISFACTORY,MODEST
P077675,Satisfactory,NIL,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,SATISFACTORY,NEGLIGIBLE TO LOW,MODERATELY UNSATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODEST
P071399,Moderately Satisfactory,NIL,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,NEGLIGIBLE
P071063,Moderately Unsatisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,UNSATISFACTORY,NEGLIGIBLE TO LOW,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MODERATELY UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,NEGLIGIBLE
P091036,,NIL,,,,,,,MODERATELY SATISFACTORY,SIGNIFICANT,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,MODEST
P082567,,NIL,,,,,,,,NIL,,,,,,,,NIL
P077781,Satisfactory,NIL,Satisfactory,,,,,Satisfactory,MODERATELY SATISFACTORY,NA,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,UNSATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P067051,,NIL,,,,,,,SATISFACTORY,NA,HIGHLY SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,SATISFACTORY,NA
P049265,Moderately Satisfactory,NIL,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,MODERATELY SATISFACTORY,SIGNIFICANT,MODERATELY UNSATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY UNSATISFACTORY,SATISFACTORY,MODEST
P069063,Satisfactory,NIL,Satisfactory,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,NIL,,,,,,,,NIL
P079335,Satisfactory,NIL,Satisfactory,Satisfactory,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,SATISFACTORY,MODERATE,SATISFACTORY,SATISFACTORY,SATISFACTORY,MODERATELY SATISFACTORY,MODERATELY SATISFACTORY,SATISFACTORY,SATISFACTORY,MODEST
