project_id,ICR_outratingind,ICR_completion_riskdo,ICR_overallrating,ICR_bankqualityentry,ICR_banksupervision,ICR_borroverall,ICR_borrgovt,ICR_borrimplegency,IEG_outcome,IEG_evaluation_riskdo,IEG_bankqualityatentry,IEG_bankqualityofsupervision,IEG_overallbankperf,IEG_overallborrowperf,IEG_borrowcompliance,IEG_borrowimplementation,IEG_icrquality,IEG_mequality
P173801,,,,,,,,,,,,,,,,,,
P170945,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164785,,NIL,,,,,,,,NIL,,,,,,,,NIL
P173867,,,,,,,,,,,,,,,,,,
P168218,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171796,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165838,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169959,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166239,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168475,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171465,,NIL,,,,,,,,NIL,,,,,,,,NIL
P173857,,,,,,,,,,,,,,,,,,
P166936,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169505,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170343,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170477,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165542,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166165,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170669,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172352,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167748,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169758,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169079,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168025,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170940,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171125,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171316,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171380,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168153,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165861,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170565,,NIL,,,,,,,,NIL,,,,,,,,NIL
P173081,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169405,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170595,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168142,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169161,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169866,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171361,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172731,,NIL,,,,,,,,NIL,,,,,,,,NIL
P173527,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167665,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170358,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168951,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165129,,NIL,,,,,,,,NIL,,,,,,,,NIL
P159292,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172604,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168295,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164389,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168606,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169867,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167547,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172543,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163389,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167941,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170366,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170445,,NIL,,,,,,,,NIL,,,,,,,,NIL
P158372,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165821,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168739,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164949,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170283,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172630,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170682,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168580,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168014,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171250,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163711,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168211,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171037,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168668,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168122,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164031,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167156,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161432,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169435,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170558,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169143,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170223,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168582,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172619,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169497,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169265,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167572,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163004,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162949,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169830,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171377,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171633,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167183,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169677,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170728,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166788,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172787,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167428,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171570,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167382,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164435,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163980,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170810,,NIL,,,,,,,,NIL,,,,,,,,NIL
P149990,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170951,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171791,,NIL,,,,,,,,NIL,,,,,,,,NIL
P157929,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170052,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169315,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169134,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164321,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165235,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161477,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168620,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167790,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163957,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168749,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168697,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170267,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162278,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164382,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171489,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171877,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167786,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162263,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163353,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169913,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160277,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171862,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172109,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170730,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166100,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169463,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167634,,NIL,,,,,,,,NIL,,,,,,,,NIL
P157245,,NIL,,,,,,,,NIL,,,,,,,,NIL
P172294,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170327,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169064,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168640,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165945,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166322,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169624,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167767,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171088,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171248,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168666,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170996,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160594,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168402,,NIL,,,,,,,,NIL,,,,,,,,NIL
P157827,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165485,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170644,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170788,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171851,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166405,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171066,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171093,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170454,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171375,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170874,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167421,,NIL,,,,,,,,NIL,,,,,,,,NIL
P159735,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162938,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166853,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167974,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165557,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171965,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162042,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171197,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166526,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165651,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170130,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165983,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169428,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165310,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167047,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167958,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169919,,NIL,,,,,,,,NIL,,,,,,,,NIL
P150166,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169107,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169040,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169912,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166694,,NIL,,,,,,,,NIL,,,,,,,,NIL
P155203,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164047,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169198,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166697,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162679,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164129,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168147,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166059,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170305,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167348,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167485,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163545,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166564,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170670,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167757,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160696,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168713,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169927,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168414,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168940,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167830,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171346,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168233,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171040,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163610,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162762,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166071,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163533,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163966,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170922,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163939,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166814,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169165,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169907,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169051,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170502,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164909,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165253,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167588,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167478,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170329,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167826,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166935,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167623,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168446,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167674,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170397,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169031,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170529,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168280,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168166,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165463,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164704,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166732,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161923,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170132,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167945,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165055,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169779,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168576,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166187,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166539,,NIL,,,,,,,,NIL,,,,,,,,NIL
P171114,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168273,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168385,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167619,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161227,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163562,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168076,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169403,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164242,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165631,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165056,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169822,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160182,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168869,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165220,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168956,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160628,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166796,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169538,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167401,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165543,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166013,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164932,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166279,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165000,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166447,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160005,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162599,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166943,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164297,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168911,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169252,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161402,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163624,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166839,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168119,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170384,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163679,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164260,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168204,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168326,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163818,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170185,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168539,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164588,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167455,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170612,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162607,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168551,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168425,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168544,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168130,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167432,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167898,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163734,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165982,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167380,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161283,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162833,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164353,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162302,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163896,,NIL,,,,,,,,NIL,,,,,,,,NIL
P159710,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164283,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165737,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168120,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164509,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168052,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166941,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165873,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169117,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167598,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165228,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166390,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167794,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163645,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169078,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167352,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165507,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162858,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167359,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167916,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168290,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168756,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167996,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165344,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164336,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168481,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161406,,NIL,,,,,,,,NIL,,,,,,,,NIL
P158215,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169637,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160480,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167678,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164330,,NIL,,,,,,,,NIL,,,,,,,,NIL
P159263,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167195,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169514,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167817,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160157,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166576,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164354,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169158,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167260,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168035,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168250,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169279,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168232,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163745,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170241,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161386,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164331,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163474,,NIL,,,,,,,,NIL,,,,,,,,NIL
P157683,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168180,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165870,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164561,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161777,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164584,,NIL,,,,,,,,NIL,,,,,,,,NIL
P158124,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167512,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166752,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165872,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160427,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166220,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165411,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160829,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165147,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163922,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161382,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166719,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165397,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166298,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162623,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162299,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168248,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165855,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160672,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164764,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165034,,NIL,,,,,,,,NIL,,,,,,,,NIL
P154943,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164786,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164762,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167581,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168310,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169722,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167886,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167651,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168266,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169156,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164824,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163673,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168259,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162835,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164938,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162454,,NIL,,,,,,,,NIL,,,,,,,,NIL
P151169,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164302,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165477,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168549,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170552,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166977,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166133,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167884,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165453,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160642,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164941,,NIL,,,,,,,,NIL,,,,,,,,NIL
P147864,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167959,,NIL,,,,,,,,NIL,,,,,,,,NIL
P170469,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162149,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167216,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164498,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169125,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166437,,NIL,,,,,,,,NIL,,,,,,,,NIL
P152057,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166170,,NIL,,,,,,,,NIL,,,,,,,,NIL
P163876,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164058,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167114,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164201,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168730,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168587,,NIL,,,,,,,,NIL,,,,,,,,NIL
P158864,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160552,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166983,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164427,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166813,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162565,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167363,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167661,,NIL,,,,,,,,NIL,,,,,,,,NIL
P164130,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166143,,NIL,,,,,,,,NIL,,,,,,,,NIL
P167881,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162594,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162043,,NIL,,,,,,,,NIL,,,,,,,,NIL
P161842,,NIL,,,,,,,,NIL,,,,,,,,NIL
P168734,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166622,,NIL,,,,,,,,NIL,,,,,,,,NIL
P160708,,NIL,,,,,,,,NIL,,,,,,,,NIL
P162675,,NIL,,,,,,,,NIL,,,,,,,,NIL
P169753,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165534,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166730,,NIL,,,,,,,,NIL,,,,,,,,NIL
P165683,,NIL,,,,,,,,NIL,,,,,,,,NIL
P166800,,NIL,,,,,,,,NIL,,,,,,,,NIL
